"column"	"row"	"left-p-value"	"p-value-log-sum"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"	"mean-group1"	"mean-group2"	"N"	"N-group1"	"N-group2"	"U1"	"U2"
No VS Yes	USP10	0.9999987544917539	5.904652851881261	1.2455082460949285E-6	2.491016492189857E-6	1	3.857100536576954E-5	3.4600847349252024E-5	0.10247913188647749	-0.062049180327868846	843	599	244	88175.5	57980.5
No VS Yes	USP11	0.9650523748966484	1.4411332156015213	0.03494762510335159	0.06989525020670317	1	0.19742937530662472	0.1949966475167019	0.02541736227045073	-0.057889344262295056	843	599	244	78889.5	67266.5
No VS Yes	USP12	0.8454089854496447	0.7378826120476644	0.1545910145503553	0.3091820291007106	1	0.6198546051736697	0.6384477307443432	-0.07675292153589315	-0.1533196721311475	843	599	244	76338.5	69817.5
No VS Yes	USP13	0.9999989357937606	5.972973736969069	1.0642062394095042E-6	2.1284124788190084E-6	1	3.3777773427488265E-5	3.0265639274874345E-5	0.1257846410684475	-0.15655737704918027	843	599	244	88278	57878
No VS Yes	USP14	0.7259326254206286	0.4230389757340013	0.2740673745793713	0.5481347491587426	1	0.9317101921594677	0.9796808862036399	0.08221202003338901	0.059713114754098406	843	599	244	75003.5	71152.5
No VS Yes	USP15	0.69632162334218	0.3603960126325012	0.30367837665782005	0.6073567533156401	1	1	1	0.033689482470784654	0.0046926229508196604	843	599	244	74725.5	71430.5
No VS Yes	USP16	0.8260457286536735	0.676568992813716	0.1739542713463264	0.3479085426926528	1	0.6750459316747464	0.6983875849126379	9.18196994991624E-4	-0.039344262295081985	843	599	244	76087.5	70068.5
No VS Yes	USP17L2	0.5	0	0.5	1	1	1	1	0	0	832	588	244	71736	71736
No VS Yes	USP18	0.9999548140035399	4.344976511565237	4.5185996460139766E-5	9.037199292027953E-5	1	8.10523811503757E-4	7.374890267266864E-4	0.19146911519198664	-0.06100409836065574	843	599	244	85630.5	60525.5
No VS Yes	USP19	0.06795723473001591	-1.1372001411705255	0.9320427652699841	0.13591446946003183	0.2994085561283317	1	0.3354159070106659	-0.07707846410684473	-0.026147540983606554	843	599	244	68297	77859
No VS Yes	USP2	0.706493094268267	0.38148959718899006	0.29350690573173305	0.5870138114634661	1	0.9786925573712199	1	-0.12535893155258768	-0.15057377049180334	843	599	244	74819.5	71336.5
No VS Yes	USP20	0.08011240862313446	-1.060034971344072	0.9198875913768656	0.1602248172462689	0.3412313023648852	1	0.3815028161985536	-0.055926544240400645	6.762295081967299E-4	843	599	244	68575.5	77580.5
No VS Yes	USP21	0.0034449559479486913	-2.4613176188853942	0.9965550440520513	0.006889911895897383	0.02512450513648908	1	0.02843170002079809	4.92487479131902E-4	0.09579918032786885	843	599	244	64414.5	81741.5
No VS Yes	USP22	0.4587014422929195	-0.07190676422826814	0.5412985577070806	0.917402884585839	1	1	1	0.008388981636060099	0.010901639344262267	843	599	244	72745.5	73410.5
No VS Yes	USP24	0.9885696858371107	1.9369491216621728	0.011430314162889366	0.02286062832577873	1	0.0791153232667108	0.0775867793794792	0.04191151919866443	-0.04635245901639344	843	599	244	80374.5	65781.5
No VS Yes	USP25	0.645436460827468	0.2601594213754908	0.354563539172532	0.709127078345064	1	1	1	-0.023873121869782958	-0.06678278688524589	843	599	244	74274	71882
No VS Yes	USP27X	0.9971138540051074	2.5384264544523587	0.0028861459948926194	0.005772291989785239	1	0.02559225280153477	0.024545491209485352	0.03459098497495828	-0.07030737704918037	843	599	244	81928.5	64227.5
No VS Yes	USP28	0.05464033657617701	-1.2380837020292308	0.945359663423823	0.10928067315235401	0.24981066601138854	1	0.2806316668967256	-0.007237061769616037	0.04928278688524589	843	599	244	67943.5	78212.5
No VS Yes	USP29	0.5	0	0.5	1	1	1	1	0	0	825	586	239	70027	70027
No VS Yes	USP3	0.03431451338605862	-1.4493578598555865	0.9656854866139414	0.06862902677211724	0.17012818473667068	1	0.19204252657723606	-0.04287979966611022	0.021618852459016395	843	599	244	67240	78916
No VS Yes	USP30	0.042890634507201875	-1.348599094833935	0.9571093654927981	0.08578126901440375	0.20453603074028845	1	0.23045022000085763	-0.08301335559265441	-0.011762295081967189	843	599	244	67569.5	78586.5
No VS Yes	USP31	0.999973398599125	4.575083939087163	2.6601400874903813E-5	5.320280174980763E-5	1	5.177237303036438E-4	4.680973623729836E-4	0.06400667779632721	-0.14618852459016393	843	599	244	86034.5	60121.5
No VS Yes	USP32	0.9694401873044751	1.5013703309891722	0.030559812695524824	0.06111962539104965	1	0.17726083213683727	0.17472427140760644	0.1896327212020033	-0.01727459016393448	843	599	244	79082	67074
No VS Yes	USP33	0.24856906465631584	-0.4804419922752785	0.7514309353436841	0.4971381293126317	0.8321162856089613	1	0.9132050537278911	-0.0017529215358931477	0.012069672131147513	843	599	244	70901	75255
No VS Yes	USP34	0.831869231883676	0.6944078643826439	0.168130768116324	0.336261536232648	1	0.6582133836515531	0.6796271894279575	0.001811352253756301	-0.04465163934426225	843	599	244	76161	69995
No VS Yes	USP35	0.06223875421831865	-1.178031389827257	0.9377612457816813	0.1244775084366373	0.27879514062578126	1	0.3121435133415405	0.11451585976627712	0.16118852459016395	843	599	244	68152.5	78003.5
No VS Yes	USP36	0.9999999999519965	10.318727186273602	4.800349007183513E-11	9.600698014367026E-11	1	7.410356948437761E-9	6.9869079799556035E-9	0.10640233722871452	-0.12811475409836062	843	599	244	93832	52324
No VS Yes	USP37	0.34854659110941333	-0.2716225214142891	0.6514534088905867	0.6970931822188267	1	1	1	-0.0358013355592655	-0.010020491803278719	843	599	244	71830	74326
No VS Yes	USP38	0.9882099819923844	1.9233347680006292	0.011790018007615588	0.023580036015231176	1	0.08113650690347275	0.07957773996064353	0.019432387312186966	-0.06258196721311478	843	599	244	80336.5	65819.5
No VS Yes	USP39	0.9999304223468396	4.157500005760761	6.957765316040199E-5	1.3915530632080397E-4	1	0.001171722180536786	0.0010668049950711145	0.08146911519198663	-0.026946721311475404	843	599	244	85292.5	60863.5
No VS Yes	USP4	0.016549526891874222	-1.7739669106575837	0.9834504731081257	0.033099053783748444	0.09302888537261271	1	0.10500691560819587	-0.06810517529215358	-0.015389344262295082	843	599	244	66246	79910
No VS Yes	USP40	1.1722755473203561E-4	-3.930919379671732	0.9998827724452679	2.3445510946407122E-4	0.0014442236292470916	1	0.0016513970845314133	-0.08380634390651086	0.06625	843	599	244	61283.5	84872.5
No VS Yes	USP42	0.9955541637260201	2.3501114280880118	0.004445836273979875	0.00889167254795975	1	0.036324300623451454	0.03525011897077351	0.034983305509181974	-0.06081967213114753	843	599	244	81466	64690
No VS Yes	USP43	0.856122244809864	0.7745421283159049	0.14387775519013607	0.28775551038027214	1	0.5878879120732711	0.6044319178454598	0.009523411371237462	-0.08426229508196723	842	598	244	76359.5	69552.5
No VS Yes	USP44	0.7919495698052381	0.5805289090909769	0.20805043019476183	0.41610086038952365	1	0.7678760398621014	0.7983134575046911	0.11869782971619369	6.198347107439537E-4	841	599	242	75072.5	69885.5
No VS Yes	USP45	0.8844799976235147	0.8840308266952731	0.11552000237648535	0.2310400047529707	1	0.500308414118096	0.5108955156648165	-0.03165275459098496	-0.07834016393442621	843	599	244	76918	69238
No VS Yes	USP46	0.6820016902405126	0.33136063938574867	0.3179983097594874	0.6359966195189748	1	1	1	-0.024449081803005077	-0.06110655737704919	843	599	244	74595.5	71560.5
No VS Yes	USP47	0.015384706615251764	-1.8061773583889544	0.9846152933847483	0.03076941323050353	0.08771521172327511	1	0.09890965978829003	-0.07280467445742904	-0.005430327868852455	843	599	244	66152.5	80003.5
No VS Yes	USP48	0.7657274876786528	0.5143529025305087	0.2342725123213471	0.4685450246426942	1	0.8344294675008023	0.8721605889416443	-0.026193656093489143	-0.042213114754098356	843	599	244	75402	70754
No VS Yes	USP49	0.17592360518871691	-0.6706433577988504	0.824076394811283	0.35184721037743383	0.6368440758448187	1	0.7041436462248054	0.0206594323873122	0.04446721311475409	843	599	244	70093	76063
No VS Yes	USP5	0.9976748432000415	2.6325367760103044	0.0023251567999584832	0.0046503135999169665	1	0.021546030064917697	0.020519584284432228	0.02775459098497494	-0.08887295081967211	843	599	244	82152.5	64003.5
No VS Yes	USP50	0.5	0	0.5	1	1	1	1	0	0	839	595	244	72590	72590
No VS Yes	USP51	0.7885103454875281	0.571518268024859	0.21148965451247193	0.42297930902494385	1	0.776910886966043	0.8082379388598351	-0.02893155258764611	-0.08133196721311477	843	599	244	75647	70509
No VS Yes	USP53	0.22640581617774824	-0.5336256165699629	0.7735941838222518	0.4528116323554965	0.7736829307821526	1	0.851665371285578	-0.018171953255425713	0.00889344262295082	843	599	244	70671	75485
No VS Yes	USP54	0.17620608673698124	-0.6697976724829791	0.8237939132630188	0.3524121734739625	0.6374137101792059	1	0.7049281298595202	0.014415692821368932	0.048422131147540966	843	599	244	70096.5	76059.5
No VS Yes	USP6	0.9173275102184133	1.0451634008630803	0.0826724897815867	0.1653449795631734	1	0.38735739808677677	0.39113473979089675	0.0649666110183639	-0.06336065573770497	843	599	244	77526	68630
No VS Yes	USP6NL	0.9715838587978827	1.5339151889853957	0.028416141202117273	0.056832282404234546	1	0.1672063844283984	0.16461569560072314	0.09853923205342235	-0.060348360655737704	843	599	244	79184.5	66971.5
No VS Yes	USP7	4.426239524524811E-4	-3.3537728163716993	0.9995573760475476	8.852479049049622E-4	0.004436472345855488	1	0.005078461868876243	-0.018772954924874824	0.0820696721311475	843	599	244	62418.5	83737.5
No VS Yes	USP8	0.19410645077292965	-0.6182377108658472	0.8058935492270703	0.3882129015458593	0.6871624648019437	1	0.757866860969532	-0.058823038397328914	-0.024446721311475423	843	599	244	70311.5	75844.5
No VS Yes	USP9X	0.3684094463621065	-0.23410486849104759	0.6315905536378935	0.736818892724213	1	1	1	-0.004056761268781364	0.015573770491803267	843	599	244	72000.5	74155.5
No VS Yes	USPL1	0.0826724897815867	-1.0451634008630803	0.9173275102184133	0.1653449795631734	0.3498686031732902	1	0.39113473979089675	-0.0295158597662771	0.02846311475409834	843	599	244	68630	77526
No VS Yes	UST	0.10321220243927848	-0.9389586447208258	0.8967877975607215	0.20642440487855696	0.4194565315327438	1	0.4676795750734217	-0.14673076923076925	0.016721991701244804	839	598	241	68046	76072
No VS Yes	UTF1	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	UTP11L	0.9998930063960911	3.9705957144996997	1.0699360390892254E-4	2.1398720781784508E-4	1	0.0016630119503067238	0.0015272915354480664	0.09792153589315526	-0.03811475409836065	843	599	244	84947	61209
No VS Yes	UTP14A	0.8469986662649226	0.7431875098221894	0.1530013337350774	0.3060026674701548	1	0.6156611724959858	0.6336161320027786	0.03952420701168612	-0.0039959016393442915	843	599	244	76360	69796
No VS Yes	UTP14C	4.4385000819158194E-7	-6.352763575006806	0.9999995561499918	8.877000163831639E-7	1.2492170741602023E-5	1	1.4209476224540243E-5	-0.11243735058430727	0.09047133606557373	843	599	244	57319.5	88836.5
No VS Yes	UTP15	0.005098226987424126	-2.290361037244482	0.9949017730125759	0.010196453974848252	0.03508496160849085	1	0.03953065879860784	-0.03301335559265443	0.052807377049180315	843	599	244	64841	81315
No VS Yes	UTP18	0.9999891797777645	4.965759120013729	1.0820222235585764E-5	2.1640444471171527E-5	1	2.4070269486302522E-4	2.178692376428173E-4	0.1558931552587646	-0.043299180327868864	843	599	244	86695.5	59460.5
No VS Yes	UTP20	0.9996330561792974	3.435241030456526	3.6694382070262543E-4	7.338876414052509E-4	1	0.004667424615766166	0.004329597124758193	0.08405676126878131	-0.09829918032786887	843	599	244	83904	62252
No VS Yes	UTP23	0.9961003459400286	2.4072770086460378	0.003899654059971447	0.007799308119942894	1	0.032620382093611726	0.031576892819407176	0.14712020033388984	0.009426229508196758	843	599	244	81608.5	64547.5
No VS Yes	UTP3	0.4964538240355828	-0.0061604419072685546	0.5035461759644172	0.9929076480711656	1	1	1	0.027136894824707845	0.035266393442622966	843	599	244	73049.5	73106.5
No VS Yes	UTP6	0.9974142769628364	2.5862935756683076	0.0025857230371636453	0.0051714460743272905	1	0.023501016203516325	0.022425740935638903	0.10102671118530883	0.0037704918032786853	843	599	244	82043	64113
No VS Yes	UTRN	0.0018555238990276002	-2.730726855246672	0.9981444761009723	0.0037110477980552004	0.014891693773330213	1	0.016993263141791195	-0.12119782971619368	0.014661885245901613	843	599	244	63774.5	82381.5
No VS Yes	UTS2	0.11708299336724104	-0.877426065060436	0.882917006632759	0.23416598673448208	0.4638926999502762	1	0.5162393499608938	0.026122203517588104	0.059303225409835986	841	597	244	69030.5	76637.5
No VS Yes	UTS2D	0.5	0	0.5	1	1	1	1	0	0	836	596	240	71520	71520
No VS Yes	UTS2R	0.5	0	0.5	1	1	1	1	0	0	828	585	243	71077.5	71077.5
No VS Yes	UVRAG	0.9890374388596735	1.9553007030945668	0.010962561140326454	0.02192512228065291	1	0.07634453463992898	0.07484808455568175	0.10201168614357259	-0.013811475409836097	843	599	244	80425.5	65730.5
No VS Yes	UXS1	0.9999798006166645	4.694653116302918	2.019938333558402E-5	4.039876667116804E-5	1	4.099629822999956E-4	3.6998007571163646E-4	0.06461630884808012	-0.0857784549180328	843	599	244	86240	59916
No VS Yes	UXT	0.29270219322854685	-0.38317633476906987	0.7072978067714532	0.5854043864570937	0.9407559292457569	1	1	0.02092654424040069	0.042561475409836076	843	599	244	71329	74827
No VS Yes	VAC14	0.9999999965175701	8.458117608564423	3.482429955514732E-9	6.964859911029464E-9	1	2.667724631711417E-7	2.4301875069699893E-7	0.0839315525876461	-0.12043032786885242	843	599	244	91647.5	54508.5
No VS Yes	VAMP1	9.98257273565617E-7	-6.000757083200187	0.9999990017427265	1.996514547131234E-6	2.4928294685596298E-5	1	2.8569506268885643E-5	-0.10272957762938223	0.1980327889344262	843	599	244	57836.5	88319.5
No VS Yes	VAMP2	0.006542419649429754	-2.181410930332412	0.9934575803505703	0.013084839298859507	0.04334033979077701	1	0.048824349092265185	-0.014582637729549288	0.08508196721311476	843	599	244	65122	81034
No VS Yes	VAMP3	0.02342138697429591	-1.6200945993754614	0.9765786130257041	0.04684277394859182	0.12438300817702053	1	0.14030798247103565	-0.04975792988313858	0.009692622950819664	843	599	244	66705	79451
No VS Yes	VAMP4	0.14245856983388183	-0.7795665310996436	0.8575414301661182	0.28491713966776366	0.5402714084319765	1	0.6002643253732444	-0.008397328881469107	0.028258196721311486	843	599	244	69649.5	76506.5
No VS Yes	VAMP5	0.18261703056983375	-0.6508843080439689	0.8173829694301662	0.3652340611396675	0.6551385971692786	1	0.7236144349871662	-0.02280467445742905	0.010122950819672134	843	599	244	70175	75981
No VS Yes	VAMP7	0.9367609751885925	1.1706436258380042	0.06323902481140753	0.12647804962281506	1	0.3147585756184786	0.3162649671326669	0.0041819699499165185	-0.021106557377049206	843	599	244	77977.5	68178.5
No VS Yes	VAMP8	0.9230647729209854	1.079106937258706	0.07693522707901457	0.15387045415802914	1	0.3670590311845188	0.3696991209029784	0.02855592654424042	-0.012745901639344245	843	599	244	77650	68506
No VS Yes	VANGL1	0.8634277449165512	0.8008635193806329	0.13657225508344883	0.27314451016689767	1	0.5675979689650086	0.5817775356612181	0.03336393989983307	-0.013278688524590193	843	599	244	76591.5	69564.5
No VS Yes	VANGL2	0.18245190749978252	-0.6513649013906906	0.8175480925002174	0.36490381499956503	0.654661475457487	1	0.7232414199247288	-0.5074707846410684	-0.2995491803278688	843	599	244	70173	75983
No VS Yes	VAPA	0.14252882672929917	-0.7793168185924604	0.8574711732707008	0.28505765345859835	0.5403367260024055	1	0.6003741400026728	-0.020843071786310518	0.0015573770491803134	843	599	244	69650.5	76505.5
No VS Yes	VAPB	0.997779203560978	2.652525695418779	0.0022207964390219548	0.0044415928780439096	1	0.020786940302228007	0.019748273636460995	0.12536727879799667	0.033709016393442634	843	599	244	82199.5	63956.5
No VS Yes	VARS	0.9995123039117698	3.311638872449746	4.8769608823018284E-4	9.753921764603657E-4	1	0.005915347136825259	0.0055072226045255945	0.07340567612687812	-0.06549180327868853	843	599	244	83650.5	62505.5
No VS Yes	VARS2	0.7343861624942918	0.44167378874111174	0.2656138375057082	0.5312276750114164	1	0.9107207078670396	0.9574408573949791	-0.017270450751252074	-0.023913934426229504	843	599	244	75085.5	71070.5
No VS Yes	VASH1	0.017617966692834663	-1.7463246264912804	0.9823820333071653	0.03523593338566933	0.09806099625782354	1	0.11063214400613003	-0.10254590984974955	0.014917012448132767	840	599	241	65482	78877
No VS Yes	VASH2	0.7604815061529151	0.5017496050288391	0.23951849384708485	0.4790369876941697	1	0.8479270933151578	0.8877977897448018	0.09526711185308852	-0.057053941908713754	840	599	241	74431	69928
No VS Yes	VASN	0.9610889643025564	1.3926907998955598	0.03891103569744364	0.07782207139488728	1	0.21592869673388046	0.21314252000183037	0.08909849749582628	-0.0585245901639345	843	599	244	78732	67424
No VS Yes	VASP	0.8246807461026939	0.6724562414008535	0.17531925389730607	0.35063850779461214	1	0.6786626969349175	0.7024145569534813	0.009090150250417374	-0.05688524590163933	843	599	244	76070.5	70085.5
No VS Yes	VAT1	0.8246807461026939	0.6724562414008535	0.17531925389730607	0.35063850779461214	1	0.6786626969349175	0.7024145569534813	0.009090150250417374	-0.05688524590163933	843	599	244	76070.5	70085.5
No VS Yes	VAT1L	0.6425888148921798	0.2547650222749894	0.3574111851078202	0.7148223702156404	1	1	1	0.15398163606010018	0.07067622950819674	843	599	244	74249.5	71906.5
No VS Yes	VAV1	0.8746635145800048	0.8437634984739408	0.1253364854199952	0.2506729708399904	1	0.5314152233464923	0.544442882840171	-0.04082637729549244	-0.13229508196721312	843	599	244	76761	69395
No VS Yes	VAV2	0.900769913090768	0.9579705000119335	0.09923008690923191	0.19846017381846381	1	0.4447891511107388	0.45270602954201694	0.04226210350584303	-0.012704918032786883	843	599	244	77201	68955
No VS Yes	VAV3	2.2649669251251225E-8	-7.64493812568672	0.9999999773503307	4.529933850250245E-8	1.0348258079209556E-6	1	1.1640159150888934E-6	-0.5447161936560935	0.10678423236514513	840	599	241	54784.5	89574.5
No VS Yes	VAX1	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	VAX2	0.9981621060529215	2.734880630949271	0.001837893947078395	0.00367578789415679	1	0.017766017533024883	0.01687351428682877	0.1580670611439843	-0.18408866995073886	710	507	203	58633.5	44287.5
No VS Yes	VBP1	0.9999979252908835	5.68304188366448	2.0747091165618237E-6	4.149418233123647E-6	1	6.03086272013984E-5	5.371835790111853E-5	0.09220367278797995	-0.047110655737704905	843	599	244	87838.5	58317.5
No VS Yes	VCAM1	0.9158200169172656	1.0366012974597925	0.08417998308273444	0.1683599661654689	1	0.39324518919690044	0.397114368625276	-0.032262103505843104	-0.23389344262295084	843	599	244	77494.5	68661.5
No VS Yes	VCAN	7.669193946568953E-8	-7.115250245893148	0.9999999233080605	1.5338387893137906E-7	2.8517365884896997E-6	1	3.262529541737694E-6	-0.2795158597662772	0.1555601659751037	840	599	241	55485.5	88873.5
No VS Yes	VCL	0.0012615150414334586	-2.8985593520035526	0.9987384849585665	0.002523030082866917	0.01073763241407251	1	0.012264261450042743	-0.02724540901502503	0.10590163934426229	843	599	244	63393.5	82762.5
No VS Yes	VCP	0.997215543925448	2.5540486681924413	0.002784456074552022	0.005568912149104044	1	0.024852764534010755	0.02380984533409423	0.06311352253756261	-0.013975409836065576	843	599	244	81966	64190
No VS Yes	VCPIP1	0.938180704033104	1.1811624416169286	0.06181929596689595	0.1236385919337919	1	0.30927861377791277	0.3104600847609214	0.08807178631051756	0.009282786885245914	843	599	244	78014.5	68141.5
No VS Yes	VCX	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VCX3A	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VCX3B	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	VDAC1	0.9912055198160508	2.0519535371967463	0.008794480183949183	0.017588960367898365	1	0.06363818277994761	0.06224561400081017	0.052646076794657756	-0.032356557377049164	843	599	244	80690	65466
No VS Yes	VDAC2	0.8896489324558665	0.9064421230389047	0.11035106754413349	0.22070213508826697	1	0.48347101770518336	0.4929030476428776	0.07537618280467441	0.033914438524590175	843	599	244	77004.5	69151.5
No VS Yes	VDAC3	0.9999157013037193	4.074142529891633	8.429869628068243E-5	1.6859739256136486E-4	1	0.0013665509420138949	0.0012492760248083389	0.14448247078464108	-0.04741803278688523	843	599	244	85139.5	61016.5
No VS Yes	VDR	0.030452221148578096	-1.5029502407225812	0.969547778851422	0.06090444229715619	0.15420599163632603	1	0.17425580183784778	-0.12919866444073455	-0.002090163934426205	843	599	244	67069	79087
No VS Yes	VEGFA	0.9949315223956823	2.2929156589750015	0.005068477604317667	0.010136955208635334	1	0.040422844674434875	0.03935989639602939	0.14913188647746242	-0.0389139344262295	843	599	244	81321.5	64834.5
No VS Yes	VEGFB	0.03699287633744114	-1.415511399064329	0.9630071236625588	0.07398575267488228	0.1811592985167119	1	0.20444910255710283	-0.02875626043405673	0.042213114754098384	843	599	244	67349.5	78806.5
No VS Yes	VEGFC	0.004827244681048226	-2.314199165215129	0.9951727553189518	0.009654489362096452	0.03351440029496412	1	0.03783260187143066	-0.09904006677796333	0.05184426229508199	843	599	244	64780.5	81375.5
No VS Yes	VENTX	0.0074996638833323415	-2.1216888627047945	0.9925003361166677	0.014999327766664683	0.04839159308127395	1	0.05456905943605182	-0.0050668896321069785	0.14816872427983538	841	598	243	64890	80424
No VS Yes	VENTXP1	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VEPH1	0.9967210026623261	2.4828325456534737	0.003278997337673839	0.006557994675347678	1	0.028359986735899755	0.02732207268443256	0.08299666110183639	-0.229733606557377	843	599	244	81794	64362
No VS Yes	VEZF1	0.007763408401921856	-2.1065628055991232	0.9922365915980782	0.015526816803843713	0.04980950031673856	1	0.05617719211859434	-0.10473288814691152	0.007889344262295098	843	599	244	65319.5	80836.5
No VS Yes	VEZT	0.0024315764276793828	-2.6130547692215305	0.9975684235723206	0.0048631528553587655	0.018690393386202483	1	0.021292751554285682	-0.03816360601001668	0.06793032786885245	843	599	244	64049.5	82106.5
No VS Yes	VGF	0.99911957439848	3.0549248048704842	8.804256015200185E-4	0.001760851203040037	1	0.009635033556484112	0.0090448361392354	0.32919031719532565	-0.09229508196721312	843	599	244	83106.5	63049.5
No VS Yes	VGLL1	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VGLL2	0.5	0	0.5	1	1	1	1	0	0	838	594	244	72468	72468
No VS Yes	VGLL3	0.009099911719267773	-2.036992687971016	0.9909000882807322	0.018199823438535545	0.05688003101334951	1	0.0640624982219794	-0.1251168614357262	0.03178278688524591	843	599	244	65506.5	80649.5
No VS Yes	VGLL4	0.07884359194974816	-1.0675669760203488	0.9211564080502519	0.15768718389949632	0.3368125520251611	1	0.37664889770484544	-0.011836393989983299	0.013504098360655747	843	599	244	68548	77608
No VS Yes	VHL	0.46334521044693094	-0.06379033159670522	0.5366547895530691	0.9266904208938619	1	1	1	-0.04735392320534229	-0.052971311475409885	843	599	244	72783	73373
No VS Yes	VHLL	0.5	0	0.5	1	1	1	1	0	0	821	580	241	69890	69890
No VS Yes	VIL1	0.616286706979067	0.2057759555299547	0.38371329302093304	0.7674265860418661	1	1	1	0.08018425460636507	0.013278688524590137	841	597	244	73779.5	71888.5
No VS Yes	VILL	0.01861834472300894	-1.7218968684559184	0.9813816552769911	0.03723668944601788	0.10270330547394509	1	0.1159315539864792	-0.2441068447412354	-0.06188524590163938	843	599	244	66399	79757
No VS Yes	VIM	0.3636132424484171	-0.24308144248918367	0.6363867575515829	0.7272264848968342	1	1	1	-0.05181149833055099	-0.05541510165975102	840	599	241	71070	73289
No VS Yes	VIMP	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VIP	0.7796624055277399	0.5488179897908253	0.2203375944722601	0.4406751889445202	1	0.8006096937520049	0.8342287555855153	0.01218855218855219	-0.003606557377049178	838	594	244	74922.5	70013.5
No VS Yes	VIPAR	2.174880664396195E-6	-5.662563623234504	0.9999978251193355	4.34976132879239E-6	4.870059703121018E-5	1	5.599184244902244E-5	-0.06984974958263775	0.055799180327868854	843	599	244	58349	87807
No VS Yes	VIPAS39	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	VIPR1	0.002505397093641115	-2.600033985260957	0.9974946029063589	0.00501079418728223	0.019185447792981963	1	0.021835960896973913	-0.3187792642140468	0.04597510373443979	839	598	241	63145.5	80972.5
No VS Yes	VIPR2	4.292007509144602E-4	-3.367153087348543	0.9995707992490855	8.584015018289204E-4	0.004327473380199879	1	0.00495654502770414	0.09143572621035077	0.5586065573770491	843	599	244	62391	83765
No VS Yes	VIT	0.793929834472337	0.5857670023188273	0.206070165527663	0.412140331055326	1	0.762362338953738	0.7925805517095487	0.13455759599332237	-0.02065573770491803	843	599	244	75707.5	70448.5
No VS Yes	VKORC1	0.05684930846210828	-1.219855901391704	0.9431506915378918	0.11369861692421657	0.25851782158723063	1	0.28971323209513083	-0.01838063439065108	0.03608606557377049	843	599	244	68006.5	78149.5
No VS Yes	VKORC1L1	0.9945932036187926	2.26470547278336	0.005406796381207446	0.010813592762414892	1	0.04268666790386057	0.04156736082243506	0.04480801335559267	-0.040819672131147525	843	599	244	81249.5	64906.5
No VS Yes	VLDLR	0.5317579587208122	0.05524359423014635	0.4682420412791878	0.9364840825583756	1	1	1	-0.04290484140233732	-0.04139344262295087	843	599	244	73333.5	72822.5
No VS Yes	VMA21	0.8671131811837893	0.8145938831311944	0.13288681881621073	0.26577363763242146	1	0.5563662845732332	0.5697106473843733	0.025525876460767954	-0.008442622950819685	843	599	244	76646	69510
No VS Yes	VMAC	0.001997877918176294	-2.698562517929961	0.9980021220818237	0.003995755836352588	0.015859274771592654	1	0.018065568377492056	-0.05405676126878134	0.05715163934426232	843	599	244	63849	82307
No VS Yes	VMO1	0.31555493058075834	-0.33626362882143596	0.6844450694192417	0.6311098611615167	0.9918344625087325	1	1	0.06343071786310518	0.037807377049180343	843	599	244	71538.5	74617.5
No VS Yes	VN1R1	0.012804499262321856	-1.8870405678949966	0.9871955007376781	0.02560899852464371	0.07580397486006173	1	0.08536472483832241	-0.03874791318864781	0.10668032786885247	843	599	244	65921.5	80234.5
No VS Yes	VN1R2	0.5	0	0.5	1	1	1	1	0	0	834	592	242	71632	71632
No VS Yes	VN1R4	0.5	0	0.5	1	1	1	1	0	0	834	593	241	71456.5	71456.5
No VS Yes	VN1R5	0.5	0	0.5	1	1	1	1	0	0	821	581	240	69720	69720
No VS Yes	VNN1	0.39943114965009496	-0.17712087261113246	0.600568850349905	0.7988622993001899	1	1	1	0.10637729549248759	0.052397540983606695	843	599	244	72261	73895
No VS Yes	VNN2	0.3400625827307754	-0.28794390387365587	0.6599374172692246	0.6801251654615508	1	1	1	0.1262458193979933	0.13961065573770484	842	598	244	71636	74276
No VS Yes	VNN3	0.2834634219061315	-0.40274133984235677	0.7165365780938685	0.566926843812263	0.9171378450589459	1	1	0.08127731092436997	0.11995884773662557	838	595	243	70472	74113
No VS Yes	VOPP1	0.023292259655750436	-1.6225530066281955	0.9767077403442496	0.04658451931150087	0.12376176662457018	1	0.13963706237282336	-0.08794657762938227	0.06235655737704917	843	599	244	66697.5	79458.5
No VS Yes	VPRBP	0.8559549814597646	0.7739526799504448	0.14404501854023544	0.2880900370804709	1	0.5883354064530723	0.6048851814104848	-0.03906510851419031	-0.08471311475409833	843	599	244	76484	69672
No VS Yes	VPREB1	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
