gene	mean_A	mean_B	log2FC	p_ttest	p_mannwhitney	p_ttest_fdr	p_mannwhitney_fdr
PLN	-0.15823873121869783	0.2614139344262295	0.4196526656449273	6.902654656951184e-05	2.1879999487276097e-05	0.0003791864575976257	0.00020506399147717083
GPR37L1	0.30050420168067227	-0.027809917355371902	-0.3283141190360442	6.932812965594479e-05	0.00861544652489729	0.0003807131761652395	0.03061937285650281
NMU	0.19094323873121874	-0.08647540983606554	-0.27741864856728427	6.944390925410719e-05	0.04547846914622389	0.00038106921222329216	0.11994968539429705
XRCC6	0.03432387312186979	-0.09278688524590162	-0.12711075836777141	6.944471436679119e-05	0.000150741088899303	0.00038106921222329216	0.0010552909586618031
LOC650368	-0.05151085141903174	0.13252049180327866	0.1840313432223104	6.946401488197115e-05	7.194953037873077e-05	0.00038106921222329216	0.0005660871041934747
TTC30A	-0.18647746243739577	0.06458506224066378	0.25106252467805956	6.978160428034271e-05	4.462816648640792e-05	0.0003826809859818385	0.00037677082037018055
COX16	-0.021318864774624385	0.1171106557377049	0.1384295205123293	6.981754064157948e-05	0.0002560009714081288	0.00038274760781022615	0.0016395829538949785
INA	0.2566777813021703	-0.02879098360655738	-0.28546876490872763	6.988315768490396e-05	0.07296730566731345	0.00038290223789435435	0.17628292680093283
CCDC82	0.09983305509181972	-0.15959016393442618	-0.2594232190262459	6.989334199476189e-05	0.0024307795844687938	0.00038290223789435435	0.010699780322817787
TPI1P2	0.0656594323873122	-0.15383196721311473	-0.21949139960042693	7.001570396059672e-05	8.930361743321935e-05	0.00038344202747651505	0.0006788684015373627
PRRT3	-0.2954590984974958	0.054959016393442646	0.35041811489093844	7.006588719157581e-05	0.0013517255737670753	0.0003835862963295185	0.006567803685210345
ACSM1	-0.0575709515859766	0.4346926229508197	0.49226357453679626	7.012966859018356e-05	9.266179656386407e-06	0.00038380488694423584	0.00010064059100143105
ALG3	0.1081969949916528	-0.08182377049180327	-0.1900207654834561	7.01939156399356e-05	1.2261821414605505e-05	0.00038402587645241886	0.00012733646541612632
TRIM23	-0.15531719532554256	0.025819672131147556	0.1811368674566901	7.033117896582469e-05	0.00021340196530916344	0.00038451999900491313	0.0014086623452137079
FCN3	0.12876460767946582	-0.18534836065573768	-0.3141129683352035	7.033879529471107e-05	1.6468201799348904e-05	0.00038451999900491313	0.0001625584631756336
RNF166	0.05729549248747918	-0.1235040983606557	-0.18079959084813488	7.035592772345956e-05	0.0001851388227714781	0.00038451999900491313	0.00125363212863635
PITPNB	0.05911519198664442	-0.08741803278688526	-0.14653322477352967	7.05048818419614e-05	9.936229868494975e-05	0.00038510136767821925	0.0007416869734184868
SYBU	-0.4818729096989966	-0.0343852459016393	0.44748766379735727	7.052696053152983e-05	0.0018737569430893938	0.00038510136767821925	0.00862826570437671
MDH2	0.078330550918197	-0.0549795081967213	-0.1333100591149183	7.053410382521518e-05	0.000430475903640293	0.00038510136767821925	0.00252004008342379
COL6A1	-0.1840400667779633	0.18645228215767629	0.3704923489356396	7.105243979214528e-05	6.210242094209355e-07	0.0003877997816335202	9.932939952268713e-06
EFCAB6	-0.14981605351170568	0.1795901639344262	0.32940621744613185	7.11161656386288e-05	0.0002256440149477069	0.00038801597325382754	0.0014745928592286178
PCBP4	0.10356427378964943	-0.09448132780082986	-0.1980456015904793	7.11963017947395e-05	0.00033861058091496705	0.0003883215240262232	0.0020670208252039864
ARHGAP20	-0.1454424040066778	0.20973360655737705	0.35517601056405484	7.122876857097965e-05	2.739152121756141e-05	0.0003883669557123221	0.00024829644558966115
NT5DC2	0.1863272120200334	-0.08940573770491801	-0.27573294972495144	7.142592509242724e-05	0.0002554672365068178	0.0003893100049922609	0.0016372795338754397
RABGGTB	0.08332220367278798	-0.07790983606557378	-0.16123203973836175	7.158642070342871e-05	0.0005148867442826557	0.0003900526614013437	0.0029162456460086724
CENPBD1	0.11438230383973289	-0.054651639344262266	-0.16903394318399514	7.167589205151152e-05	4.675372271116534e-05	0.00039040795636723774	0.0003914387021010767
BRCA2	0.09498327759197324	-0.21065573770491802	-0.30563901529689125	7.1825952225206e-05	0.00028591553269580785	0.0003910929175308171	0.0017938983844009969
C14orf182	0.252212020033389	-0.002643442622950789	-0.2548554626563398	7.20910995890119e-05	0.0004921909558933601	0.0003924038539875512	0.00280979320390976
KRT16	0.6616193656093489	-0.05473251028806582	-0.7163518758974147	7.223166488237455e-05	0.0059698037605323195	0.00039303601216009686	0.022560421968554685
TAB3	-0.07651085141903176	0.09782786885245898	0.17433872027149072	7.255448541043233e-05	1.950836841147034e-05	0.00039465911773287906	0.00018674147246841257
SYT1	0.016777963272120184	0.8523770491803279	0.8355990859082076	7.26915209640647e-05	8.164500752810955e-05	0.0003952511572473556	0.0006297124882732089
WNT2	-0.28044463087248317	0.135609243697479	0.4160538745699622	7.271245652281992e-05	0.00016610760062993004	0.0003952511572473556	0.0011410845357987258
C21orf91	0.09157762938230385	-0.12321721311475409	-0.21479484249705794	7.278813041468534e-05	0.0002238869030895702	0.00039540361823714004	0.0014646691366894393
UBQLN4	0.06831385642737893	-0.09118852459016397	-0.15950238101754288	7.279291966886141e-05	0.0003962046462973666	0.00039540361823714004	0.0023468580062177935
PEX19	-0.05950751252086815	0.0843852459016393	0.14389275842250746	7.281422752247644e-05	5.886540753160456e-06	0.00039540361823714004	6.846922748009991e-05
CST4	0.13273789649415696	0.7731352459016395	0.6403973494074826	7.319432448775618e-05	0.0014851000951318762	0.0003973335630931164	0.007125141569045138
KIF16B	-0.17703672787979965	0.0944650205761317	0.27150174845593134	7.326164972555648e-05	0.0002525247486913789	0.0003975649052560552	0.0016220291899224273
MTIF2	0.0909432387312187	-0.02182377049180326	-0.11276700922302196	7.344449310214847e-05	0.0006363808368828376	0.0003984227559047771	0.0034954153319961745
CAD	0.0789398998330551	-0.0827049180327869	-0.161644817865842	7.350204561393463e-05	0.0009024676665762247	0.0003986005776637035	0.004696044986371484
CPA4	0.4321404682274248	-0.08163934426229509	-0.5137798124897199	7.375694239228936e-05	0.0004736792420466871	0.0003998481142493045	0.0027233855851880365
ANKRD39	0.12240400667779634	-0.07706967213114754	-0.1994736788089439	7.397357483974544e-05	3.103011144316121e-05	0.00040088744330464944	0.00027570322365511827
SMAGP	0.036986644407345566	-0.24461065573770494	-0.2815973001450505	7.416764290472477e-05	3.141453513426973e-06	0.00040180382974310496	3.984904145428215e-05
CYB5D2	-0.08185308848080136	0.16622950819672128	0.24808259667752264	7.466390560799627e-05	0.0007007905108121513	0.00040435619024996967	0.003797486247332155
MTERFD3	-0.06836393989983303	0.11932377049180332	0.18768771039163634	7.471355842944123e-05	5.141037780631468e-05	0.0004044889485631593	0.00042391492640047457
SAR1B	-0.048764607679465756	0.11678278688524592	0.16554739456471168	7.496046218365017e-05	0.0006756454605454412	0.00040568914784222375	0.003687981946885251
DUSP12	0.07673622704507516	-0.058463114754098336	-0.13519934179917348	7.532012311649171e-05	0.002260176384280022	0.0004074985813531781	0.010096455702003048
HAR1B	0.14939830508474577	-0.0621161825726141	-0.21151448765735986	7.537436394330248e-05	0.0015676940731456808	0.00040765496331016365	0.007437972656145668
STAM2	-0.09124373956594325	0.05327868852459014	0.1445224280905334	7.550397726325057e-05	4.45420055577994e-05	0.00040821874803955035	0.0003762008836244791
SGPL1	-0.03232053422370619	0.12598360655737703	0.15830414078108324	7.563276680509308e-05	4.668898747067503e-05	0.00040877770167751013	0.0003910590482956996
NODAL	0.09	-0.001557377049180333	-0.09155737704918034	7.566734549901532e-05	0.012522680445122178	0.0004088272629547201	0.04189250985199357
SFRS2	0.06016694490818029	-0.04258196721311478	-0.10274891212129507	7.582499764158383e-05	0.0002040506720402064	0.00040954152804735945	0.0013551195272897341
GPRC5A	-0.385701254590985	0.024938465163934345	0.4106397197549193	7.589123575544439e-05	0.008798212126628065	0.0004097617393641276	0.031164583839473382
FRY	-0.20764607679465769	0.09995901639344272	0.3076050931881004	7.608008198256535e-05	0.0001754326995274541	0.00041063508468543603	0.0011937667369361056
DDX47	0.06473288814691153	-0.05014344262295082	-0.11487633076986234	7.61040287465488e-05	0.02057774296969915	0.00041063508468543603	0.06282659672356375
TJAP1	0.04734557595993323	-0.07717213114754097	-0.1245177071074742	7.628293615669665e-05	0.001293166147800281	0.00041146243471714685	0.006327478902228013
SLCO4C1	0.2785284280936454	-0.0702868852459017	-0.34881531333954713	7.634341374588987e-05	0.0007109430174407841	0.0004116506458349089	0.003837591797909208
LSM6	0.093330550918197	-0.054774590163934433	-0.14810514108213144	7.639712215442997e-05	0.0002282690794641979	0.0004118022430367766	0.001488990641563198
HMGCL	-0.13130217028380634	0.046905737704918044	0.17820790798872438	7.691077596058506e-05	0.00040640467343363256	0.0004144224268171418	0.0023981204969230354
TTC1	-0.03958263772954926	0.08002049180327866	0.11960312953282792	7.69347289560474e-05	0.00025814889707066876	0.0004144224268171418	0.0016513178258859241
CYC1	0.15151919866444075	-0.06805327868852458	-0.2195724773529653	7.69833110976015e-05	4.81906300559589e-05	0.0004145453398796547	0.0004013033928978675
SNX9	-0.08680300500834726	0.0528483606557377	0.13965136566408495	7.707601737018802e-05	0.00037668734293593275	0.000414905694040256	0.0022530863047671495
ACP1	0.08050918196994993	-0.040430327868852436	-0.12093950983880236	7.71426365553918e-05	0.0001088312038432691	0.0004151254254770081	0.0007999331451584894
SYT8	0.29464887458193983	-0.13921810288065842	-0.4338669774625983	7.723594100478553e-05	0.008792853325688245	0.00041540433174654297	0.031151073024030605
HIGD1B	-0.08454090150250418	0.1750409836065574	0.25958188510906155	7.724610072005323e-05	0.00025361837439131916	0.00041540433174654297	0.0016269812319015637
CCDC36	-0.05746243739565942	0.17309426229508199	0.2305566996907414	7.786794856504767e-05	0.00018897235253338118	0.00041860851734434244	0.0012755633796003231
HCCS	0.09584307178631053	-0.03473360655737704	-0.13057667834368758	7.793565593083297e-05	0.0003256825301191969	0.000418832566441918	0.0019996015068414253
CYTH1	0.07606010016694492	-0.06268442622950818	-0.1387445263964531	7.79647772399818e-05	0.0028903025343491977	0.0004188491705480157	0.012365694314545506
SULF1	-0.15419031719532555	0.1902459016393442	0.3444362188346698	7.802770155774734e-05	0.00012638617390606772	0.0004190473024246177	0.000910386693396957
GJD3	0.09926544240400655	-0.20176229508196736	-0.3010277374859739	7.848622414494924e-05	0.00016025777961967838	0.00042136915131539316	0.0011092104176902173
ELOVL3	0.235550918196995	-0.05594262295081966	-0.29149354114781467	7.852868387888984e-05	0.006359784980549566	0.0004214564788563501	0.02378021936831743
ARL4D	-0.11122704507512521	0.2065983606557377	0.31782540573086293	7.86693858203973e-05	8.680592012316408e-05	0.00042207082955991753	0.0006646881560228157
ODZ4	-0.19424874791318866	0.1816393442622951	0.3758880921754838	7.869767776825563e-05	1.4816155289402901e-06	0.000422081878430411	2.0766298542874715e-05
FEZ1	-0.13729096989966558	0.17939834024896265	0.3166893101486282	7.879094803209969e-05	1.6740134184519253e-06	0.00042244130417743553	2.31571856219183e-05
C1orf27	-0.07856427378964945	0.09901639344262292	0.17758066723227237	7.885700876112245e-05	0.00031630828195996054	0.00042265465388622924	0.0019513862859575192
MYO1H	0.14944723618090452	0.0008641975308641955	-0.14858303865004033	7.936630141815141e-05	0.10214817040824178	0.00042524268725209995	0.2307940974174103
RARRES1	0.4251585976627713	-0.16481557377049183	-0.5899741714332631	7.950276661689681e-05	0.0016431117973585009	0.0004258320622056823	0.007731708346284173
TGFB1I1	-0.15058430717863103	0.1323155737704918	0.28289988094912283	7.961331521498759e-05	1.4798056735793374e-05	0.00042628227680836946	0.00014885885601207806
UHRF1	0.004616026711185289	-0.3606762295081968	-0.36529225621938205	7.998618059553958e-05	2.9021686252686864e-05	0.0004281213382655382	0.0002609622782124126
XG	-0.17543405676126883	0.20075819672131143	0.37619225348258023	8.000999777280754e-05	0.00014604989474511048	0.0004281213382655382	0.0010292384091943165
CMPK1	0.047612687813021706	-0.08243852459016392	-0.13005121240318562	8.013280217699974e-05	0.00014014191117755025	0.00042863589994279446	0.000993505169258352
BAZ1B	0.05183639398998328	-0.07266393442622952	-0.12450032841621281	8.036095012284301e-05	0.0002518022821999557	0.00042971342222550485	0.0016179038641895211
MRPL14	0.09035058430717863	-0.08827868852459016	-0.17862927283176877	8.045879703742707e-05	0.0003964602409106754	0.0004299914415370749	0.0023469934249860324
ZBTB3	-0.05036727879799666	0.1135450819672131	0.16391236076520976	8.046639095513565e-05	7.952022380054725e-06	0.0004299914415370749	8.841474056412555e-05
TM7SF2	-0.1365025041736227	0.22454918032786883	0.3610516845014915	8.075505704886976e-05	0.0007247185151651692	0.0004313907263998388	0.0039051156111050756
C10orf110	0.17319699499165275	-0.055081967213114744	-0.2282789622047675	8.08044433120012e-05	0.003074848867706337	0.0004315018549947988	0.013034179658001075
PL-5283	0.0821702838063439	-0.0708811475409836	-0.15305143134732752	8.082949601953534e-05	0.0016053762093121008	0.0004315018549947988	0.007584641078851197
PPM1M	-0.12141903171953258	0.041454918032786864	0.16287394975231945	8.107437536661988e-05	0.00011260652984133691	0.000432665572022857	0.0008232068168572032
PTBP2	0.09093489148580967	-0.1045081967213115	-0.19544308820712117	8.147503239996336e-05	0.0023698045263189182	0.00043465957271731113	0.010479409667030534
FSTL1	-0.16967391304347823	0.14203319502074693	0.3117071080642252	8.15966613332419e-05	2.9557280804334934e-06	0.0004351641633582572	3.780220650238626e-05
HNRPLL	0.015801335559265457	-0.12012295081967211	-0.13592428637893758	8.180828624815831e-05	2.6962650707504173e-05	0.0004361482192620501	0.00024549562378964167
AGK	0.06401502504173624	-0.06264344262295081	-0.12665846766468705	8.206290209217662e-05	0.0013897402162558088	0.00043736074682448553	0.006728197412785263
BBC3	-0.21486644407345573	0.07036885245901638	0.2852352965324721	8.239649021838357e-05	0.0003668688614416299	0.00043899322106416946	0.0022067933392234517
EHMT1	-0.06879799666110183	0.05573770491803281	0.12453570157913463	8.250776130310929e-05	0.00012370687808499172	0.0004393306445193412	0.000893320452594414
TXNRD3IT1	-0.02742904841402339	-0.2667008196721312	-0.23927177125810783	8.251443180468919e-05	1.5081036376408804e-05	0.0004393306445193412	0.00015110254479671595
KCNN1	0.1863713662207358	0.0065432798353909595	-0.17982808638534484	8.275054099787878e-05	0.00519985871745474	0.00044044201278725426	0.020186106315830708
MFGE8	0.19151919866444073	-0.13709016393442625	-0.32860936259886697	8.290139252431723e-05	0.03267576429407943	0.000441099009826807	0.09146946426749314
TNFRSF11A	0.17885451505016725	-0.19656903765690378	-0.37542355270707106	8.307344314274305e-05	0.0016802025923878835	0.0004418683306336316	0.007862646423636014
UBR1	-0.12455759599332218	0.05913934426229508	0.18369694025561725	8.31035287737378e-05	0.00223941648959195	0.0004418822795669006	0.010023699773320027
HDAC7	-0.08555926544240398	0.0486065573770492	0.1341658228194532	8.320741808149966e-05	0.00017041561808366244	0.00044228852227662027	0.0011643631487208597
METTL2B	0.029290484140233716	-0.11391393442622953	-0.14320441856646324	8.415759132388649e-05	8.621190477484014e-05	0.00044719142813782483	0.0006608924011416764
FBXW2	-0.053355592654424064	0.07778688524590163	0.13114247790032568	8.434800073969619e-05	0.00017041995215548504	0.0004480552432821762	0.0011643631487208597
SHROOM3	-0.1584390651085142	0.11190573770491805	0.2703448028134322	8.449636010245913e-05	2.158973278804678e-05	0.0004486951927553028	0.00020281477438384513
TXK	0.24030884307178632	0.014323770491803252	-0.22598507257998307	8.518284028706497e-05	0.003796466561437185	0.0004521913230679233	0.015553714011299326
KLHL23	-0.008305509181969959	-0.3057377049180328	-0.29743219573606283	8.547063156399375e-05	0.0002716212389929904	0.0004535694135437531	0.0017227448959904474
CXCL12	-0.18697829716193662	0.17422131147540973	0.36119960863734635	8.573063507296556e-05	1.1549476632140603e-05	0.0004547991817751454	0.00012138686513478053
BATF	-0.22388146911519202	0.10737704918032785	0.3312585182955199	8.607203693501204e-05	0.0007875586682608496	0.000456459813541313	0.004194420591537649
ZNF788	-0.18262938230383974	0.08807377049180327	0.270703152795643	8.621943333018843e-05	7.697014651720537e-06	0.00045709083436004346	8.591095102963559e-05
ZNF41	-0.07613105175292155	0.06267418032786885	0.1388052320807904	8.661753542187981e-05	0.0001421944002396387	0.0004590501136159572	0.0010062873187485168
PUSL1	0.10935726210350585	-0.10284836065573767	-0.21220562275924354	8.708155458613816e-05	2.6046312641275727e-05	0.0004613530519972446	0.00023856861020067673
ALCAM	-0.2103756260434057	0.13807377049180328	0.348449396535209	8.710942025901983e-05	0.0033290667303318123	0.0004613530519972446	0.013927389936540618
FIP1L1	0.05596828046744573	-0.05057377049180329	-0.10654205095924901	8.752928390584688e-05	5.9970166306558284e-05	0.0004634242112685345	0.0004855633417249996
MAPKAPK5	0.03975792988313855	-0.07342213114754098	-0.11318006103067954	8.778759131792174e-05	0.0003660305002407248	0.0004646389290478161	0.002205038578063076
KTI12	0.08933222036727881	-0.027069672131147533	-0.11640189249842633	8.78281117009142e-05	0.0020082462716604433	0.00046470053182101596	0.009141123686102343
UTP20	0.08405676126878128	-0.09829918032786888	-0.18235594159665017	8.802679205321985e-05	0.0007341314942142975	0.0004655986469876092	0.0039471882890570326
ZNF219	-0.15630217028380636	0.10067622950819671	0.2569783997920031	8.817430688676405e-05	0.00036774344515430645	0.0004662256318790778	0.0022107354829559484
LIN9	0.09429883138564274	-0.11928278688524589	-0.21358161827088862	8.842616421829221e-05	0.001016086362496362	0.00046729780948358545	0.005177727601108925
LRRC26	-0.10923076923076928	0.3922950819672131	0.5015258511979823	8.846056868471843e-05	0.0002943694954054521	0.00046729780948358545	0.001836985876495224
KLHL15	0.03848914858096827	-0.14969262295081967	-0.18818177153178794	8.84642093031076e-05	0.0016419299683593075	0.00046729780948358545	0.0077283746865434945
PFKP	0.07544240400667772	-0.3075	-0.38294240400667773	8.862350855109377e-05	1.9393081781730434e-05	0.00046798564246376727	0.00018590259812534276
ARL5B	0.07492487479131886	-0.14147540983606557	-0.21640028462738442	8.866902011743872e-05	0.0012594395900325803	0.0004680723535726998	0.006181951105224413
LMF2	0.06575125208681132	-0.10778688524590166	-0.17353813733271298	8.87953848780572e-05	5.2098278668407883e-05	0.00046858568143258136	0.0004288857887604565
PDXDC1	-0.03335559265442403	0.12735655737704918	0.1607121500314732	8.913582977189818e-05	0.0007763712362407765	0.00047022803312453827	0.004143408296040736
MRPS36	-0.05043405676126876	0.09536885245901643	0.1458029092202852	8.916590981155963e-05	0.0002994747678364907	0.00047023254305735647	0.0018633602898966547
GSPT1	-0.029883138564273798	0.1051844262295082	0.135067564793782	8.94295365213748e-05	0.0007062339526952617	0.00047146829706058995	0.003817269916726247
FAIM	0.09507512520868114	-0.05799180327868852	-0.15306692848736966	8.95283695573779e-05	0.0023452093412925294	0.0004718347416240454	0.010393435993084822
SFRS15	0.06805509181969951	-0.039549180327868846	-0.10760427214756836	8.982427783518243e-05	0.0002901261230244441	0.0004731619198350495	0.0018144352791565931
SERTAD1	-0.06390651085141903	0.112172131147541	0.17607864199896003	8.983900963928379e-05	0.0009574272319896188	0.0004731619198350495	0.004937751105197553
PLEKHH2	-0.1323789649415693	0.2552254098360656	0.38760437477763493	8.987287667031964e-05	0.0001607636978863368	0.000473185401055446	0.001112330367982685
PHTF1	0.053539232053422384	-0.10756147540983607	-0.16110070746325844	8.994272926397428e-05	0.00214451045406289	0.0004733982708071136	0.009656760738556468
NFIC	-0.1290066777963272	0.06733606557377048	0.1963427433700977	9.028031259195797e-05	0.00022594143033281326	0.00047496190619394376	0.0014757165506420048
OPTN	0.07493322203672788	-0.13088477366255144	-0.20581799569927933	9.029884841810279e-05	0.0021189848621844527	0.00047496190619394376	0.009567451463039674
TBCB	0.09512520868113523	-0.06700819672131145	-0.1621334054024467	9.03966592262416e-05	0.0004630466292259495	0.0004753209957353684	0.002674452309524105
TRAM1	0.1289232053422371	-0.04215163934426228	-0.1710748446864994	9.050233074570302e-05	1.7847502175000355e-05	0.0004757211701072727	0.00017381278192543802
PLCD3	-0.11595158597662773	0.19911885245901637	0.3150704384356441	9.106989222163565e-05	3.246660713852036e-05	0.00047854819263426436	0.00028732733627767317
SELM	-0.19646076794657763	0.09383196721311474	0.29029273515969234	9.112963365134991e-05	0.001340760767367667	0.00047870578042775715	0.006528682741921409
C1orf106	0.2570367278797997	-0.42577868852459017	-0.6828154164043898	9.139456498171096e-05	6.767597688334285e-05	0.00047994078020748346	0.0005379426498380649
SEPSECS	-0.13419031719532554	0.06069672131147543	0.19488703850680097	9.163697199500526e-05	0.00020215074979820595	0.00048105673063609616	0.001344715855105546
PLEKHM3	0.03686978297161938	-0.19321721311475412	-0.2300869960863735	9.169738054812537e-05	0.0004387690121472227	0.00048121684703827044	0.0025584076918176743
SHC2	-0.3594908180300501	0.023032786885245876	0.382523604915296	9.178073520888006e-05	0.002785302914176943	0.00048139600828074825	0.011980544780557637
ANGEL2	-0.025375626043405704	0.12737704918032786	0.15275267522373356	9.17913581979699e-05	8.499932868499817e-05	0.00048139600828074825	0.0006525890598582901
DCUN1D3	-0.02093489148580968	0.11565573770491805	0.13659062919072773	9.215287161395294e-05	0.00014380350405876125	0.0004831344751608025	0.0010158924249951508
PHGDH	0.1603338898163606	-0.31296680497925317	-0.47330069479561376	9.243476816134424e-05	0.0005338040761086588	0.00048445453410945566	0.0030098670425036454
RRP7A	0.09974123539232055	-0.10571721311475407	-0.20545844850707462	9.2808336623182e-05	0.00019992111442072307	0.0004862540333008787	0.0013338435186078608
LCMT2	-0.1417445742904841	0.0052868852459016505	0.14703145953638574	9.289755976242794e-05	0.0024631668980975947	0.00048656306529214373	0.010825803697478837
RBM24	-0.12346674121093754	0.6131982702702702	0.7366650114812077	9.303180978202847e-05	5.602986434760877e-05	0.00048710765356096264	0.00045751673442385473
PRKAG1	-0.058839732888146916	0.052172131147540976	0.11101186403568788	9.327548242373883e-05	0.0031932654877706557	0.0004882246298627058	0.013465392352675382
PHYH	0.08985809682804674	-0.12815573770491806	-0.2180138345329648	9.347032690604786e-05	4.26813025411746e-05	0.0004890853853392878	0.0003620013418641508
SHMT2	0.14215358931552585	-0.02891393442622953	-0.17106752374175538	9.391368087016997e-05	0.0002681235872842209	0.0004912454893371374	0.0017048501361713278
ST3GAL4	0.1299415692821369	-0.08528688524590165	-0.21522845452803857	9.404732015341688e-05	0.002909817003856335	0.0004917846542958978	0.01243459655273323
IVNS1ABP	0.08865609348914862	-0.07739754098360652	-0.16605363447275512	9.424247743101652e-05	6.242320501865224e-05	0.0004925557090770259	0.0005028009672608614
ZNF546	-0.10532554257095159	0.09802904564315353	0.20335458821410513	9.425599926961857e-05	0.0004624859192495182	0.0004925557090770259	0.002671978947391444
SNTB1	0.19481636060100174	-0.09514344262295074	-0.2899598032239525	9.46135398695724e-05	0.0017466730394792042	0.0004942635897731883	0.008122814971929
EFNA5	-0.03115384615384618	-0.5542946058091286	-0.5231407596552824	9.475566134044258e-05	3.418285512430733e-05	0.00049484537194668	0.0003005379272023341
GZMB	0.40564273789649413	-0.1006762295081968	-0.506318967404691	9.509676700441141e-05	0.002612524239023976	0.0004964000808525421	0.011375647965646498
GNL3L	0.05199499165275458	-0.0853893442622951	-0.13738433591504967	9.511506831997437e-05	0.00025060743410668053	0.0004964000808525421	0.0016117670084495024
SLC25A39	0.09104396828046749	-0.08491750409836062	-0.1759614723788281	9.567098581210539e-05	8.107252079464122e-05	0.0004991394817499273	0.0006262549490260891
ELAVL1	0.06940734557595993	-0.020532786885245912	-0.08994013246120584	9.57825034074006e-05	0.0022428976598054162	0.0004995593127471883	0.010037054115956389
PPP1R7	-0.026285475792988306	0.08864754098360657	0.11493301677659487	9.6128075174715e-05	0.0006128103017289509	0.000501199199468945	0.003384640065460445
CD97	0.06777128547579306	-0.21420833333333325	-0.2819796188091263	9.642399279647122e-05	0.0001598361753153481	0.0005025792173939819	0.0011070521359667774
PTPN11	0.04105175292153587	-0.09094262295081967	-0.13199437587235555	9.660068361758411e-05	0.00044384564861863363	0.000503179827772271	0.002585089297698013
ATXN3	-0.07062604340567612	0.049200819672131156	0.11982686307780727	9.660177053999657e-05	3.71494388888128e-05	0.000503179827772271	0.0003217917126865665
MED10	0.07515859766277132	-0.0635245901639344	-0.13868318782670572	9.663620411478161e-05	0.00029480768804241293	0.0005031962861510796	0.0018380142998848303
TUBA1B	0.06054257095158595	-0.0955737704918033	-0.15611634144338926	9.678543718356737e-05	7.423679000651242e-05	0.0005038103152001291	0.000581694567848232
LGR4	0.012954924874791423	-0.37702868852459004	-0.3899836133993815	9.696704364654155e-05	0.0001984694128031615	0.0005045924101788012	0.0013254733731215113
DUSP7	0.09597662771285471	-0.061864754098360716	-0.15784138181121543	9.719255663078609e-05	0.0017150720863700055	0.0005056024041995953	0.008005389703771498
STK24	0.05037562604340571	-0.09106557377049178	-0.1414411998138975	9.779668851161308e-05	0.002137676352648965	0.0005085807104563201	0.009632438417465812
ENC1	-0.1050667779632722	0.13661885245901634	0.24168563042228852	9.817027629923842e-05	7.90998224881036e-05	0.0005103585607931328	0.000613601661447139
MMGT1	0.05222895659432385	-0.10778667827868854	-0.1600156348730124	9.848355500032974e-05	1.5304139595679466e-05	0.0005116657184818596	0.00015316103768442507
ABCF2	0.0521118530884808	-0.06012295081967214	-0.11223480390815294	9.848531573264881e-05	0.001979775179935143	0.0005116657184818596	0.00904009182796285
TOMM22	0.08252921535893153	-0.062254098360655735	-0.14478331371958725	9.870208353228823e-05	0.0006192994110453027	0.0005126263796108837	0.0034174144518119595
PDCD2L	0.11530884808013357	-0.06706967213114752	-0.1823785202112811	9.87737668036053e-05	0.0010910157764468633	0.000512833142262023	0.005497051510156579
DUT	0.06058430717863107	-0.08168032786885243	-0.1422646350474835	9.888678589246653e-05	0.0004396962725379917	0.0005132543177450925	0.002562332886685569
LOC100130093	-0.09127712854757927	0.16706967213114754	0.25834680067872684	9.93661871564326e-05	3.568603454631533e-05	0.0005155762500312804	0.00031077358841305437
SPAST	0.052637729549248745	-0.06952868852459018	-0.12216641807383893	9.945522582518551e-05	0.0007117748831748089	0.0005158718837934349	0.003840499630484944
LRPPRC	0.07450751252086808	-0.053668032786885256	-0.12817554530775332	9.948943146738218e-05	0.0003063565729612168	0.0005158830010667674	0.0018991426266431787
SLCO3A1	0.11635225375626042	-0.183094262295082	-0.2994465160513424	9.966487797228254e-05	0.0009709410711063569	0.0005166262521179208	0.0049854660038554256
SCUBE1	-0.06344741235392329	0.5419262295081966	0.6053736418621198	9.984656174786183e-05	7.005133821354153e-05	0.0005174013457401278	0.0005527642568188259
KLHL28	-0.11509181969949916	0.062295081967213124	0.17738690166671228	0.00010004356710888124	0.00014694693785646565	0.0005182553106187699	0.0010348368678865418
FAM63A	-0.1785809682804674	0.07481557377049187	0.2533965420509593	0.0001009123755525045	0.0008568411698093297	0.0005225877446539418	0.0045050091028284835
FAM96A	0.05130217028380632	-0.07799180327868854	-0.12929397356249486	0.00010158151305123103	0.0008273332506255377	0.0005258837017356201	0.0043750614399230385
SPG11	-0.13780467445742908	0.03274590163934423	0.17055057609677332	0.00010163251383699058	0.0016648541719130846	0.0005259784971493015	0.007805310040287076
WDR5	0.0751168614357262	-0.05100409836065574	-0.12612095979638194	0.00010173770564720596	0.0014851551964036771	0.0005263535960976025	0.007125141569045138
ARID5B	-0.16959098497495828	0.07102459016393442	0.2406155751388927	0.00010179049457410691	6.68168858533152e-05	0.0005264574277394343	0.0005318191676304318
AIMP2	0.08176961602671116	-0.045635245901639365	-0.12740486192835054	0.00010204278021892344	0.001589047941126815	0.0005275926522244468	0.0075180642562952685
FUNDC1	-0.021026711185308834	0.15047131147540985	0.17149802266071867	0.00010208583733863449	8.264436225244035e-06	0.0005276457188495435	9.143467593359679e-05
